lon,lat,NOM_COMP,TIPO_COMP,estado_dr,unidad,administrado,subsector,area_m2
-75.66067,-12.05162,Depósito de relaves n° 5 b 4,Depósito,Operación,UEA Azulcocha,SIERRA POLI S.A.C.,Minería,1377.32930645
-76.25617,-11.66263,Depósito de relaves Tablachaca,Depósito,Revegetado,Ex Unidad Minera Casapalca,ACTIVOS MINEROS S.A.C.,Minería,63717.10015428
-78.64685,-6.7387,Deposito de relaves nro. 3,Depósito,Operación,Colorada,COMPAÑIA MINERA SAN NICOLAS SOCIEDAD ANONIMA,Minería,30346.6386712
-72.33363,-15.28042,Depósito de relaves r-4a,Depósito,Operación,Orcopampa,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,Minería,182032.09564423
-69.38384,-14.58341,Depósito de relaves Untuca,Depósito,Operación,Untuca,CORI PUNO S.R.L.,Minería,153453.83078749
-71.58546,-16.59313,Depósito de relaves Linga,Depósito,Operación,Cerro Verde,SOCIEDAD MINERA CERRO VERDE S.A.A.,Minería,4646129.54385601
-70.72594,-15.6286,Depósito de relaves Tacaza,Depósito,Operación,Tacaza,CONSORCIO DE INGENIEROS EJECUTORES MINEROS S.A.,Minería,60334.98857787
-75.20064,-13.20154,Deposito de relaves n°1,Depósito,Inoperativo,Caudalosa Grande y Relíquias,SOCIEDAD MINERA RELIQUIAS S.A.C.,Minería,312304.05152957
-74.80583,-12.94663,Depósito de relaves 3,Depósito,Inoperativo,Julcani,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,Minería,10298.6862912
-75.15121,-13.19643,Deposito de relaves n° 2,Depósito,Operación,San Genaro,CIA MINERA SANTA INES Y MOROCOCHA S A,Minería,33702.74642202
-76.69243,-10.64117,Relavera n° 3,Depósito,Operación,Uchucchacua,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,Minería,465039.53258154
-76.73179,-10.44058,Relave nieve Ucro - reforestacion (PAMA nro. 5),Depósito,Operación,Raura,CIA MINERA RAURA S A,Minería,122525.77532622
-77.41869,-8.05575,Deposito de relaves de flotacion.,Depósito,Operación,UEA Retamas,MINERA AURIFERA RETAMAS S.A.,Minería,141373.3631273
-76.21587,-10.57186,Depósito de relaves Atacocha,Depósito,Operación,Atacocha,NEXA RESOURCES ATACOCHA S.A.A.,Minería,250787.44322702
-75.664,-12.05427,Depósito de relaves Azulcocha,Depósito,Operación,UEA Azulcocha,SIERRA POLI S.A.C.,Minería,35727.18175875
-76.29669,-10.79654,Depósito de relaves n° 1,Depósito,Inoperativo,Colquijirca,SOCIEDAD MINERA EL BROCAL S.A.A.,Minería,23347.80239085
-71.97666,-15.47507,Depósito de relave,Depósito,En proceso de construcción,Tambomayo,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,Minería,161759.07153426
-74.37526,-12.59297,Depósito de relaves Chancadora,Depósito,Operación,Cobriza,OPERADORES CONCENTRADOS PERUANOS S.A.C.,Minería,44281.45867722
-73.53411,-15.79717,Depósito de relaves de cianuración dr-2,Depósito,Operación,Calpa,INTIGOLD MINING SOCIEDAD ANONIMA - INTIGOLD MINING S.A.,Minería,10331.22675117
-74.37151,-12.59111,Depósito de relaves antiguo espesador,Depósito,Operación,Cobriza,OPERADORES CONCENTRADOS PERUANOS S.A.C.,Minería,25417.73257348
-76.46096,-11.20829,Depósito de relave Alpamarca,Depósito,Operación,Alpamarca,COMPAÑIA MINERA CHUNGAR S.A.C.,Minería,219972.77371942
-74.38606,-12.57124,Depósito de relaves dr-co-02 (El Platanal),Depósito,Operación,Cobriza,OPERADORES CONCENTRADOS PERUANOS S.A.C.,Minería,25218.81094864
-76.29258,-10.79933,Cabecera del depósito de relaves integrado n° 7,Depósito,Inoperativo,Colquijirca,SOCIEDAD MINERA EL BROCAL S.A.A.,Minería,343893.26279435
-74.9457,-13.09314,Relavera n° 3-4,Depósito,Operación,Recuperada,RECUPERADA SOCIEDAD ANONIMA CERRADA - RECUPERADA S.A.C.,Minería,49979.99463271
-76.29902,-10.80013,Depósito de relaves n° 6,Depósito,Inoperativo,Colquijirca,SOCIEDAD MINERA EL BROCAL S.A.A.,Minería,86469.36686424
-76.29056,-10.77135,Depósito de relaves Huachuacaja,Depósito,Operación,Colquijirca,SOCIEDAD MINERA EL BROCAL S.A.A.,Minería,2706190.94179405
-76.69349,-10.63065,Depósito de relaves n° 2 (Mesapata),Depósito,Operación,Uchucchacua,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,Minería,60222.48320616
-78.3525,-8.00333,Depósito de lodos San Felipe,Depósito,Operación,Quiruvilca,COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION,Minería,167020.62007931
-71.97001,-15.47817,Depósito de relave filtrado 2 (drf2),Depósito,Operación,Tambomayo,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,Minería,53868.07381522
-70.78455,-17.44989,Depósito de relave,Depósito,Operación,Toquepala,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",Minería,17851861.942884
-77.37467,-8.19777,Depósito de relaves 	,Depósito,Operación,La Estrella,COMPAñIA MINERA CARAVELI S.A.C.,Minería,24618.95670686
-74.9891,-13.05489,Depósito de relaves Otungocucho,Depósito,Cerrado,Huachocolpa Uno,COMPAÑIA MINERA KOLPA S.A.,Minería,3778.0758581
-75.14887,-13.1953,Deposito de relaves n° 1,Depósito,Operación,San Genaro,CIA MINERA SANTA INES Y MOROCOCHA S A,Minería,64327.39121426
-76.59798,-12.69784,Depósito de relaves n° 2,Depósito,Inoperativo,Acumulación Condestable,COMPAñIA MINERA CONDESTABLE S.A.,Minería,78194.44298758
-75.99246,-13.09054,Depósito de relaves Pahuaypite 2,Depósito,Operación,Cerro Lindo,NEXA RESOURCES PERU S.A.A.,Minería,189342.16924854
-76.28344,-10.69971,Deposito de Relaves Quiulacocha,Depósito,Operación,Pasivos Ambientales Mineros del Depósito de Relaves Quiulacocha,ACTIVOS MINEROS S.A.C.,Minería,385873.218881
-78.32983,-7.04208,Depósito de relaves,Depósito,Cerrado,Pasivos Ambientales Mineros del Proyecto Michiquillay,ACTIVOS MINEROS S.A.C.,Minería,7333.12524248
-77.49971,-7.96998,Depósito de relaves Chilcapampa,Depósito,Inoperativo,Acumulación Parcoy N° 1,CONSORCIO MINERO HORIZONTE S.R.L.,Minería,20073.12748756
-77.09025,-9.95525,Deposito de relaves Pachapaqui,Depósito,Operación,Pachapaqui,ICM PACHAPAQUI S.A.C.,Minería,70084.25477728
-75.99779,-11.75512,Depósito de relaves Andaychagua Bajo,Depósito,Operación,Andaychagua,VOLCAN COMPANIA MINERA S.A.A.,Minería,367953.45900871
-76.30774,-11.78373,Deposito de Relave Triana,Depósito,Operación,Coricancha,CMC CRITICAL MINERALS CORPORATION S.A.C.,Minería,13625.80251753
-76.30608,-11.78211,Deposito de Relave N°1 y 2,Depósito,Operación,Coricancha,CMC CRITICAL MINERALS CORPORATION S.A.C.,Minería,38122.32660314
-77.08463,-9.80737,Depósito de relave Oasis.,Depósito,Operación,Pucarrajo,COMPAÑIA MINERA PUCARRAJO S.A.C.,Minería,15958.38268613
-76.26581,-11.67496,Relavera Yauliyacu Nuevo (plataforma de finos),Depósito,Inoperativo,Casapalca 7,EMPRESA MINERA LOS QUENUALES S.A.C.,Minería,43603.83364825
-75.07018,-13.98215,Depósito de relave Huinchulla,Depósito,Operación,Antapite,SIERRA ANTAPITE S.A.C.,Minería,135591.20932573
-75.66849,-12.05944,Depósito de relave nº 3 (PAM),Depósito,Cerrado,UEA Azulcocha,SIERRA POLI S.A.C.,Minería,9540.08158627
-76.29841,-10.79821,Depósito de relaves nª 4,Depósito,Inoperativo,Colquijirca,SOCIEDAD MINERA EL BROCAL S.A.A.,Minería,62960.81365923
-76.2943,-10.79695,Depósito de relave n° 2,Depósito,Inoperativo,Colquijirca,SOCIEDAD MINERA EL BROCAL S.A.A.,Minería,53270.76922534
-75.05393,-12.67195,Relavera,Depósito,Operación,Mina Marta,CUMBRES DEL SUR S.A.C.,Minería,58808.78942076
-75.33154,-11.19717,Depósito de relaves La Esperanza.,Depósito,Operación,San Vicente,COMPAÑIA MINERA SAN IGNACIO DE MOROCOCHA S.A.A.,Minería,140589.26300385
-75.99663,-13.09332,Deposito de relaves Pahuaypite 1,Depósito,Operación,Cerro Lindo,NEXA RESOURCES PERU S.A.A.,Minería,104763.40211339
-74.98674,-13.06073,Relavera D,Depósito,Operación,Huachocolpa Uno,COMPAÑIA MINERA KOLPA S.A.,Minería,66250.29317326
-74.98791,-13.06349,Relavera c,Depósito,Operación,Huachocolpa Uno,COMPAÑIA MINERA KOLPA S.A.,Minería,36209.17369514
-75.66117,-12.05156,Depósito de relaves n° 5 b 2,Depósito,Operación,UEA Azulcocha,SIERRA POLI S.A.C.,Minería,1747.59440191
-75.70749,-12.31655,Deposito de relaves,Depósito,Operación,Acumulación Yauricocha,SOCIEDAD MINERA CORONA S.A.,Minería,426290.65200693
-75.66106,-12.05202,Depósito de relaves n° 5 b 3,Depósito,Operación,UEA Azulcocha,SIERRA POLI S.A.C.,Minería,1634.69410837
-74.98517,-13.07126,Presa de relaves Rubio,Depósito,Operación,Huachocolpa Uno,COMPAÑIA MINERA KOLPA S.A.,Minería,11674.88237611
-72.32196,-14.08451,Depósito de relaves,Depósito,Operación,Las Bambas,MINERA LAS BAMBAS S.A.,Minería,2592677.4061832
-71.86316,-15.2088,"Depósito de relaves n° 02, zona sur.",Depósito,Operación,San Cristóbal,MINERA BATEAS S.A.C.,Minería,77801.07880457
-76.69464,-10.63249,Mesapata (deposito de relave n° 2),Depósito,Operación,Uchucchacua,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,Minería,32297.91910586
-77.49797,-7.98318,Depósito de relaves filtrados Curaubamba (depósito n° 8),Depósito,Inoperativo,Acumulación Parcoy N° 1,CONSORCIO MINERO HORIZONTE S.R.L.,Minería,21947.30842232
-77.51052,-7.96349,Depósito de relaves Alpamarca,Depósito,Inoperativo,Acumulación Parcoy N° 1,CONSORCIO MINERO HORIZONTE S.R.L.,Minería,105435.53056943
-77.51044,-7.93343,Deposito de relaves filtrados de flotación Yurac Yacu,Depósito,Operación,Acumulación Parcoy N° 1,CONSORCIO MINERO HORIZONTE S.R.L.,Minería,44480.01510519
-77.07142,-9.50917,Deposito de relaves Tucush,Depósito,Operación,Contonga,NORCOBRE S.A.C.,Minería,79350.32126226
-78.64362,-6.76526,Depósito de relaves,Depósito,Operación,Cerro Corona,GOLD FIELDS LA CIMA S.A.,Minería,712259.99793932
-77.64547,-7.7583,Depósito de relaves filtrados Hualanga,Depósito,Inoperativo,La Libertad y La Poderosa de Trujillo,CIA MINERA PODEROSA S A,Minería,77403.37823067
-76.04341,-11.62299,Depósito de relave n° 6,Depósito,Operación,San Cristóbal - Mahr Túnel,VOLCAN COMPANIA MINERA S.A.A.,Minería,131536.85382785
